Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
29.2,54.0,17.1,37.9,18.2,1.75,7.4,543
32.3,53.7,43.7,27.2,12.5,1.59,5.0,363
25.4,75.7,29.2,18.7,11.8,1.45,7.0,462
36.0,90.1,41.4,34.6,13.3,2.12,5.1,760
50.3,97.4,38.7,46.5,32.9,2.49,4.8,588
20.7,73.0,14.0,12.1,5.9,0.9,13.9,425
24.9,58.5,7.2,11.8,8.0,0.98,10.8,299
27.7,72.5,39.6,23.6,8.4,1.43,5.1,529
30.2,75.6,18.2,20.7,4.6,0.95,12.3,445
47.2,76.9,27.0,34.4,20.2,2.45,6.0,939
28.6,84.4,33.8,34.3,21.7,2.42,4.0,712
35.7,94.8,38.4,33.2,11.0,1.65,3.9,749
25.5,68.9,16.0,38.3,2.3,1.61,10.9,357
28.2,54.0,12.7,28.4,0.8,1.49,8.8,522
35.3,66.8,35.6,43.0,14.6,1.96,4.8,666
32.7,62.6,66.6,31.5,9.2,1.26,7.1,473
24.9,85.6,18.6,30.2,10.8,1.22,6.4,515
22.6,55.6,8.0,22.4,4.0,1.1,10.8,330
37.7,93.3,145.3,33.2,16.2,2.0,8.2,374
32.7,93.0,23.5,23.5,0.8,1.51,6.0,598
30.8,63.9,43.3,14.0,13.9,1.52,5.1,350
32.2,83.0,55.0,18.8,3.3,1.76,3.9,669
22.2,78.5,7.5,19.7,5.0,1.15,13.1,514
22.0,50.1,10.0,23.8,2.4,1.05,12.8,493
52.7,61.7,17.3,53.0,14.2,2.29,5.1,731
45.0,107.0,20.9,56.0,10.2,2.23,4.0,775
19.6,38.3,8.8,21.1,9.1,0.95,10.2,285
35.1,61.5,46.4,32.0,15.0,1.55,10.5,731
25.8,56.9,10.1,17.2,2.6,0.84,11.1,569
28.0,70.3,8.3,24.7,8.0,0.82,10.5,308
43.7,66.8,36.4,34.5,8.0,1.79,4.7,608
28.3,70.2,53.9,28.6,11.5,1.59,7.7,604
27.9,48.1,14.6,32.5,0.9,1.55,7.0,449
28.8,83.0,15.8,15.0,8.6,1.82,6.4,471
31.9,74.7,33.9,48.0,13.6,2.29,5.6,756
41.4,65.4,52.8,42.7,9.4,1.87,2.5,721
28.6,66.0,4.2,19.4,7.1,1.11,12.7,490
25.4,74.2,13.0,28.0,9.8,0.97,12.3,308
27.6,44.1,14.4,30.7,9.4,0.97,8.0,338
27.2,88.6,26.7,36.6,16.7,2.39,9.9,442
28.2,63.8,7.5,20.9,6.8,0.83,10.6,317
28.6,45.6,64.8,30.2,7.0,1.42,7.6,681
23.2,44.4,10.9,15.6,8.9,0.86,10.2,289
29.4,91.0,47.2,37.6,19.6,1.66,3.7,675
36.1,87.2,98.2,35.3,27.6,2.5,3.5,771
26.8,91.1,21.3,25.8,6.4,1.72,7.7,571
24.5,41.7,29.5,20.3,5.6,0.99,12.4,285
37.5,58.7,22.7,22.0,9.2,1.56,9.6,467
43.0,114.3,61.6,30.4,11.7,2.51,3.5,567
26.9,95.2,17.3,26.9,23.6,1.33,10.2,650
32.7,79.1,29.7,23.9,17.0,1.25,7.5,504
33.5,76.3,25.2,17.4,19.0,2.47,3.4,666
27.5,66.2,7.0,27.2,7.3,1.06,11.3,326
34.0,88.6,35.3,20.3,10.0,1.53,5.7,333
20.2,76.5,13.9,14.3,4.4,0.89,11.1,471
23.3,52.1,23.9,15.7,5.0,0.95,10.1,419
29.3,70.6,60.3,27.4,8.6,1.09,5.5,365
31.6,85.1,19.4,29.0,11.9,1.23,6.3,429
33.4,86.7,46.6,19.0,14.8,1.36,5.4,415
24.9,83.1,34.6,18.7,9.8,1.58,7.5,529
37.3,70.1,17.8,34.8,12.0,1.73,3.6,609
27.8,70.7,21.2,21.0,8.7,1.27,9.7,377
34.6,71.6,37.5,30.7,16.4,2.18,4.1,754
35.1,47.6,31.7,26.6,14.5,1.35,6.9,565
45.3,73.7,84.6,47.8,28.0,2.45,2.8,480
22.9,67.6,9.7,24.3,5.6,0.9,13.6,422
32.3,74.5,9.9,24.2,17.8,1.67,5.1,611
34.4,65.9,62.7,50.5,9.1,2.37,4.5,574
38.1,63.0,57.7,30.5,24.3,2.38,3.9,537
25.3,50.8,13.4,16.5,3.8,1.15,10.8,338
30.4,91.7,19.2,36.2,18.8,2.25,3.4,417
29.8,89.2,54.6,31.3,14.9,1.73,4.9,704
38.8,64.6,31.9,21.2,9.0,1.48,5.8,545
29.0,46.0,26.8,18.9,5.7,0.72,10.6,505
29.3,77.9,47.7,29.1,15.4,2.14,3.5,691
25.6,49.6,3.9,22.8,4.9,1.02,13.8,575
42.2,91.6,11.5,35.9,12.5,2.15,5.9,683
21.1,55.8,42.8,23.6,6.0,1.52,7.5,424
31.8,85.7,13.9,20.6,15.5,1.21,5.1,372
49.6,91.0,26.6,42.3,5.7,2.22,3.0,748
38.8,78.7,21.2,43.4,16.0,2.02,3.6,772
31.0,75.0,17.1,30.1,5.3,1.72,3.7,531
25.7,68.2,8.1,22.4,5.3,1.04,13.4,523
42.9,94.8,58.6,25.6,12.3,1.95,6.7,490
26.3,69.2,93.8,21.7,4.8,1.46,6.5,404
38.9,75.2,26.1,33.4,18.0,1.85,4.3,579
24.3,67.2,11.5,24.4,4.0,1.14,11.3,277
27.6,77.5,10.9,9.1,1.7,1.04,14.4,520
29.4,70.2,43.5,25.2,17.5,2.04,5.4,421
19.7,51.1,13.2,20.6,2.4,1.17,10.2,359
35.7,60.6,11.2,30.8,14.4,1.36,10.0,627
32.4,56.5,13.9,27.2,5.3,1.0,5.4,412
35.2,70.4,31.5,29.9,24.1,2.05,5.6,414
26.9,55.9,36.4,25.6,9.5,1.13,12.5,584
29.3,86.7,32.5,29.2,12.9,1.4,5.5,552
28.4,80.8,20.3,36.0,9.7,1.19,5.8,530
36.7,82.4,18.8,27.3,23.2,1.7,4.3,598
22.4,42.8,8.7,15.2,7.0,1.03,12.1,216
21.0,90.0,74.0,19.4,17.1,1.93,3.7,498
27.3,76.4,20.4,12.9,6.9,1.04,12.7,468
31.9,77.1,16.9,25.4,11.3,1.56,6.3,471
26.3,91.1,157.0,30.5,6.5,1.18,7.1,480
24.1,47.5,26.0,26.5,4.1,0.91,12.2,406
22.6,70.7,7.4,26.3,1.8,1.07,10.8,481
28.4,76.2,28.7,30.0,8.2,1.64,5.7,644
23.2,69.7,14.1,24.6,3.5,0.97,12.3,579
23.6,45.6,9.2,20.8,6.9,1.19,11.1,521
40.9,76.9,176.5,37.4,18.5,3.4,5.3,821
28.7,63.9,25.3,16.2,10.9,1.17,6.3,478
26.0,71.5,34.6,21.3,3.9,0.97,12.7,463
25.0,57.3,6.7,27.1,3.6,1.12,10.7,267
19.3,50.7,10.2,20.8,1.5,1.05,11.4,416
38.9,61.8,52.2,48.8,22.7,2.19,5.6,538
24.4,38.2,10.9,20.8,1.3,0.72,10.8,429
43.9,80.9,15.6,37.6,21.9,2.05,5.4,387
22.2,43.1,9.0,15.7,3.2,1.0,10.7,377
35.6,82.5,11.9,20.6,14.6,1.63,10.1,672
31.5,48.2,11.7,15.6,3.7,1.29,11.6,269
31.8,68.3,39.1,23.0,5.8,1.76,6.2,463
25.1,60.1,9.4,11.5,6.5,0.77,10.2,313
25.9,44.8,7.4,24.4,6.4,0.97,10.4,574
47.8,74.1,62.2,41.1,11.4,1.85,6.8,549
23.9,80.5,3.6,13.9,7.3,0.94,12.7,348
28.9,83.5,36.1,31.3,10.9,1.71,6.5,523
24.3,48.2,25.9,19.4,3.9,0.97,14.8,544
33.3,59.2,25.1,38.2,19.9,1.69,4.9,450
18.4,75.1,15.3,17.4,5.8,1.03,12.5,553
40.6,51.7,31.5,30.4,9.5,2.15,3.4,738
30.4,67.5,21.0,43.4,15.4,1.97,9.6,502
24.7,70.3,11.7,17.6,5.1,0.91,12.5,494
37.9,67.4,71.0,21.3,12.3,1.89,4.1,824
44.8,97.8,58.0,38.3,29.6,2.8,6.3,816
30.9,73.9,19.8,27.7,4.1,1.19,6.1,545
53.1,70.2,81.9,32.2,16.0,2.28,2.7,526
30.6,92.3,30.6,22.4,14.4,1.6,5.6,574
33.8,78.8,139.6,41.6,5.3,1.88,3.3,688
36.6,97.4,31.4,28.7,28.5,2.04,3.4,678
46.1,80.1,10.4,34.4,30.5,1.85,5.7,771
28.9,74.7,19.1,28.9,1.5,1.56,8.5,541
27.6,52.8,54.9,28.7,7.3,1.37,5.5,382
28.1,53.1,4.4,14.1,3.7,1.11,12.8,334
27.1,64.1,16.0,38.1,15.2,1.9,3.5,723
33.0,73.5,21.9,33.5,3.3,1.55,6.0,582
23.5,46.1,8.1,24.4,6.4,1.09,11.9,357
38.8,65.2,14.3,33.0,15.2,1.76,3.9,526
26.3,49.6,8.9,24.2,9.8,1.06,10.6,199
27.1,93.4,64.1,29.7,14.8,3.28,2.5,701
32.4,66.1,16.0,13.9,4.6,1.02,11.4,283
34.3,77.6,14.1,29.1,17.0,1.87,5.4,694
27.8,82.1,27.8,28.0,18.6,1.69,13.4,676
24.6,48.9,14.6,17.0,4.6,0.96,12.1,264
40.9,62.4,36.7,36.1,20.9,2.3,8.1,518
19.2,73.8,7.2,14.3,4.0,1.1,10.7,448
31.2,75.5,37.8,32.7,8.6,1.79,6.0,608
23.1,43.1,7.9,22.7,8.0,1.03,10.1,499
39.6,87.7,12.5,28.9,2.8,2.05,3.8,692
23.5,70.8,13.3,35.7,4.8,1.45,12.5,345
26.3,46.7,4.3,12.2,3.4,1.04,11.3,193
39.3,59.7,94.6,42.2,17.3,2.19,3.5,582
41.6,86.7,13.9,31.3,17.5,1.96,3.7,773
30.9,90.7,52.0,37.0,3.6,1.65,5.3,451
31.2,60.4,5.5,22.1,15.1,2.06,3.6,732
27.1,63.0,5.2,25.0,4.9,1.02,11.4,583
32.8,100.5,37.5,29.6,6.6,2.94,6.1,774
26.0,78.8,42.3,30.9,6.3,1.79,7.7,584
22.5,43.3,8.3,26.3,5.6,0.97,10.4,434
26.7,72.9,30.2,32.9,6.4,1.65,8.1,688
32.0,95.2,41.8,38.3,23.0,2.11,6.4,435
40.7,67.9,30.6,35.9,18.9,2.24,5.5,504
26.3,67.0,12.5,16.3,6.0,1.04,18.0,559
20.6,60.3,38.3,19.9,1.1,1.07,10.1,207
26.1,58.6,32.5,25.2,3.4,1.6,7.2,494
30.5,75.1,19.3,29.4,9.9,1.67,5.1,511
28.2,59.2,21.2,21.7,10.2,1.3,5.2,565
27.7,58.8,50.7,33.0,9.8,1.43,7.9,408
41.9,96.6,73.1,54.2,7.8,2.9,2.6,682
25.9,54.6,16.2,20.2,4.5,1.07,10.2,379
24.6,77.2,11.2,24.4,5.4,0.65,11.4,573
20.3,63.0,24.1,16.5,4.3,0.89,17.1,191
32.5,64.6,13.3,29.7,11.6,1.74,5.5,485
46.6,81.9,31.9,54.9,11.8,2.19,2.8,734
29.7,61.8,5.1,15.1,5.9,0.99,11.7,336
26.5,68.0,28.1,14.2,2.4,0.9,13.3,248
18.0,81.6,23.8,25.4,17.4,1.67,10.3,551
40.6,77.3,37.5,36.1,28.7,2.23,6.9,555
27.8,78.7,21.9,13.5,4.6,1.08,12.3,293
27.6,89.6,33.8,24.3,8.7,1.53,6.3,582
27.2,88.1,31.5,23.5,14.0,1.94,3.4,576
41.8,75.4,34.7,37.7,6.8,1.42,5.9,527
28.5,47.7,5.3,26.2,2.6,1.13,12.2,474
31.9,73.3,21.8,15.1,7.2,1.54,7.4,543
22.5,54.1,23.6,20.1,3.3,1.13,12.5,567
19.3,46.8,25.0,13.5,5.3,1.17,10.3,230
27.5,78.9,34.1,15.3,3.0,0.98,11.1,472
16.4,46.2,20.2,16.0,1.6,0.8,14.4,189
25.2,57.1,21.6,24.4,3.9,1.01,10.2,261
24.0,62.2,5.9,28.8,7.6,1.07,12.3,528
27.7,56.2,17.1,19.2,11.9,1.61,5.6,507
22.8,67.9,79.8,28.3,4.3,1.17,5.9,397
43.7,83.8,54.0,41.9,20.5,2.47,2.9,914
28.0,72.2,25.0,24.9,6.1,1.32,13.2,480
30.7,81.9,11.4,26.4,20.0,1.71,5.2,650
23.5,41.3,8.4,24.9,7.9,1.12,10.7,360
32.0,101.4,78.5,45.4,25.0,3.01,4.3,698
20.0,79.9,7.3,15.2,5.1,1.06,10.5,244
27.8,42.0,24.5,18.2,2.9,0.89,13.2,253
42.9,104.0,80.9,22.9,13.0,2.42,4.4,680
39.7,79.0,74.8,46.3,14.9,2.24,5.9,730
29.9,69.7,13.5,25.5,10.5,1.52,11.8,668
33.3,70.1,72.7,40.5,30.7,2.12,4.9,612
38.2,110.1,12.5,41.7,15.8,1.98,6.2,709
45.5,84.9,17.4,39.1,17.0,2.09,3.4,861
29.5,83.3,22.7,35.9,14.7,2.97,5.2,631
26.0,66.5,5.4,20.2,5.8,1.0,10.2,399
25.5,69.6,13.5,14.5,7.5,1.12,10.3,313
29.3,58.4,5.3,23.8,6.8,0.86,17.2,571
19.9,80.9,22.0,24.4,8.3,1.45,7.3,433
23.2,71.3,13.1,25.7,8.1,1.04,10.5,218
32.6,63.8,21.9,20.9,14.5,1.6,7.7,605
36.8,68.5,16.5,29.2,1.8,1.32,6.2,323
19.9,46.2,22.1,17.9,7.8,1.07,16.9,568
32.2,77.3,18.6,17.3,13.3,1.6,8.4,454
36.2,63.6,27.3,23.4,9.6,1.73,7.6,574
26.2,80.8,16.3,13.9,3.2,0.86,12.0,328
29.7,64.0,4.3,16.8,6.5,0.98,10.3,445
30.3,52.8,12.3,20.8,6.1,1.12,5.2,642
32.9,69.3,18.8,32.4,8.6,1.6,5.2,463
34.2,93.5,77.5,26.1,13.1,1.3,5.6,438
25.1,70.1,17.4,25.8,4.4,0.83,12.3,596
37.7,64.9,27.2,38.4,9.6,2.23,3.6,641
31.9,74.5,40.6,36.4,9.7,1.45,6.7,494
31.4,97.3,97.4,39.2,20.8,1.83,5.3,480
33.5,97.1,24.1,26.8,16.5,2.13,5.1,686
23.1,74.7,33.8,24.4,12.6,1.63,5.2,619
31.1,66.0,6.0,24.2,7.7,1.57,6.4,694
34.4,86.5,63.7,25.5,8.0,1.78,7.6,375
21.8,88.6,13.9,29.4,10.8,1.66,6.2,541
25.4,81.0,36.8,38.3,9.5,1.59,7.6,543
27.8,75.4,20.8,33.6,4.1,1.31,5.5,626
24.1,45.5,35.5,18.3,4.0,0.91,10.4,396
37.3,75.6,34.9,24.1,10.4,1.92,4.4,507
32.6,78.3,24.6,25.8,21.2,1.97,5.9,540
34.8,72.7,20.2,23.4,16.3,1.68,8.2,679
28.1,42.5,5.1,16.1,5.7,0.99,11.6,326
19.8,75.8,6.7,28.9,10.9,0.94,6.7,636
29.4,63.7,93.1,26.2,12.2,1.56,5.4,326
23.1,50.9,9.2,14.0,8.3,0.87,11.0,287
40.8,91.2,91.3,46.5,27.7,2.37,8.5,861
32.7,59.4,14.7,21.9,13.7,1.21,8.4,394
32.0,51.9,55.7,24.3,12.1,1.41,5.1,461
46.1,100.3,169.8,42.5,16.1,2.3,7.3,443
21.2,69.6,16.7,13.9,10.3,1.01,12.9,509
31.8,85.8,73.1,20.7,16.8,1.63,6.9,683
47.0,98.2,108.8,43.9,31.4,3.08,7.7,494
27.0,78.6,6.3,19.4,5.1,1.0,13.0,202
24.2,51.8,20.7,24.5,4.8,1.02,10.5,582
25.1,48.3,56.6,17.7,6.5,1.8,7.3,353
27.6,67.0,18.1,28.8,10.5,1.38,5.8,406
41.7,64.8,11.2,22.4,7.6,1.22,6.6,452
34.5,83.0,108.6,36.0,16.0,3.67,5.9,781
23.1,53.9,12.1,15.8,0.5,0.99,10.6,365
37.1,83.0,36.4,34.9,16.7,1.97,5.5,464
39.2,111.2,46.9,45.6,25.2,2.25,4.5,692
47.3,98.9,30.3,39.6,11.2,2.56,3.0,604
23.4,61.0,10.3,17.2,4.4,0.97,11.5,421
30.9,85.8,20.0,27.7,13.3,1.58,15.5,300
34.0,82.3,128.1,37.4,13.6,1.94,9.0,444
47.1,104.3,3.4,34.4,5.9,2.34,3.3,844
39.5,109.6,99.4,30.1,18.9,3.48,3.2,792
27.3,57.7,10.6,17.9,1.4,0.92,12.8,397
25.5,83.5,26.3,30.5,14.6,2.27,3.7,698
36.8,69.6,35.1,36.0,4.3,2.45,4.8,729
24.5,68.7,8.3,18.2,7.2,0.77,10.4,253
36.1,82.6,28.1,31.7,12.7,1.52,9.0,601
36.3,70.0,71.9,42.1,12.1,2.37,3.9,539
26.3,65.7,5.5,18.3,5.9,0.85,13.0,529
30.0,87.2,57.2,35.0,16.3,1.82,4.1,719
41.0,82.3,109.2,48.8,27.5,1.52,4.3,450
31.4,69.4,28.2,27.4,17.7,2.02,5.8,400
25.4,74.2,46.1,19.7,9.9,1.32,6.1,459
45.4,104.7,155.1,46.3,23.4,3.36,8.5,736
30.1,93.4,14.4,21.5,11.8,1.5,5.1,585
19.7,75.2,5.2,12.8,5.4,0.93,10.7,527
32.4,60.2,10.0,34.7,11.2,1.59,8.6,717
24.0,60.3,8.1,22.2,6.0,1.14,11.1,301
26.4,58.3,7.5,21.3,3.9,0.89,10.8,244
35.4,90.6,27.8,27.2,26.1,2.29,4.3,754
28.0,52.1,60.1,14.7,9.3,1.03,13.8,268
24.9,93.1,18.1,25.0,2.9,2.26,8.6,473
41.4,61.5,41.6,32.9,11.4,2.78,4.6,593
31.3,80.8,92.1,24.1,8.0,1.58,7.6,624
36.7,99.0,19.4,32.1,18.7,2.38,3.9,675
32.4,80.4,52.2,36.8,21.1,1.76,9.0,643
26.2,70.8,12.7,19.0,2.6,1.01,12.2,263
24.3,45.0,24.7,20.9,8.3,0.86,12.5,388
30.2,70.3,17.1,17.9,14.7,1.41,5.5,401
26.2,65.8,16.9,14.7,3.5,0.92,12.0,432
37.6,90.9,78.8,38.6,11.1,1.74,4.7,506
36.5,103.6,50.4,49.3,7.4,2.15,3.3,879
35.4,73.5,24.3,33.2,10.0,1.3,5.5,668
24.2,64.4,7.2,11.7,8.6,1.08,10.9,239
23.6,43.1,8.1,17.1,5.9,1.01,11.8,205
24.8,84.3,9.2,24.8,2.7,1.64,9.2,614
24.6,60.5,17.2,27.0,15.1,1.62,11.0,599
22.3,49.8,18.5,16.5,4.3,1.1,15.4,500
29.3,77.6,24.9,26.2,11.1,1.38,10.2,442
36.6,90.5,33.1,30.7,19.9,2.3,7.2,443
32.3,52.4,30.9,27.7,6.5,0.95,10.7,436
22.3,65.4,6.2,24.6,5.7,1.11,17.6,395
35.4,65.0,46.2,37.5,23.0,2.01,3.7,509
26.0,79.9,28.3,22.7,5.9,1.37,12.0,323
22.5,81.5,15.3,27.8,14.7,1.75,5.0,492
30.2,48.6,15.8,19.7,9.4,1.57,5.2,598
27.2,43.8,23.1,21.5,2.6,1.03,12.1,253
24.4,60.9,2.1,24.4,4.2,1.09,12.6,350
31.6,100.3,21.2,43.5,14.5,1.79,8.1,558
25.0,58.6,12.3,15.1,5.1,0.89,16.6,255
23.2,48.6,17.8,13.8,4.4,1.05,10.0,464
25.2,63.2,19.6,41.7,9.9,2.14,5.1,473
27.9,89.6,8.6,21.7,15.8,1.27,5.2,618
26.9,79.7,27.3,27.2,0.0,1.45,7.5,575
23.9,61.8,9.9,18.6,5.2,0.93,13.6,438
21.8,69.0,7.9,10.2,6.3,0.95,11.6,489
24.0,57.3,4.7,28.2,5.7,0.89,10.9,442
30.1,71.8,24.3,28.7,12.4,1.34,6.9,571
26.1,65.4,14.0,23.1,7.1,1.01,12.2,379
34.6,70.8,20.8,28.5,19.4,1.63,4.7,365
30.8,85.8,29.1,18.5,11.0,1.54,8.7,466
20.2,65.4,13.1,26.1,8.5,0.94,11.0,338
26.8,70.4,9.3,20.0,5.4,1.16,10.5,591
21.3,79.2,32.9,16.9,3.0,0.98,12.2,372
25.7,67.7,12.4,21.7,9.1,1.27,8.2,540
29.1,76.2,7.3,20.3,5.4,0.98,17.9,404
22.3,53.9,47.9,30.2,12.6,1.44,5.9,614
40.6,81.7,76.5,39.3,14.8,1.74,6.0,755
25.8,87.9,19.7,30.0,16.8,1.38,5.5,326
34.7,88.9,16.1,33.3,8.5,1.19,6.0,447
38.1,84.3,4.6,35.0,28.2,2.68,5.1,455
34.5,105.1,31.7,54.9,18.4,2.99,5.2,561
43.4,88.4,48.0,39.4,14.4,1.78,4.6,639
35.5,73.2,49.2,31.7,11.6,1.44,5.6,444
23.7,75.4,15.0,24.2,2.6,1.01,11.5,275
23.3,61.7,10.1,12.9,5.3,0.94,10.1,245
25.3,75.6,5.9,23.8,6.4,1.12,10.1,299
22.8,60.1,14.9,14.8,3.2,1.11,10.8,525
26.2,64.2,6.6,19.7,6.2,1.05,13.8,369
36.4,98.8,18.1,39.1,12.8,1.95,3.4,541
32.0,78.9,29.9,27.5,11.8,1.48,7.9,444
40.2,84.8,77.0,35.2,3.9,1.82,2.8,905
36.5,86.5,43.0,44.1,10.9,2.64,3.6,455
36.5,88.6,49.3,26.4,8.3,2.43,3.5,644
24.2,43.1,20.4,15.7,7.6,1.04,11.3,365
39.1,101.5,71.2,28.0,22.0,2.11,4.4,521
31.0,71.4,10.3,19.5,7.9,0.99,11.1,212
35.6,47.4,30.9,33.1,4.9,1.66,5.7,328
29.0,80.6,23.9,30.8,9.5,2.69,3.4,656
42.6,76.7,88.3,37.2,12.8,2.56,5.3,718
22.2,50.0,8.4,23.5,3.7,0.96,10.2,547
22.6,46.7,26.8,26.5,6.7,0.82,13.7,354
25.3,45.7,27.4,28.8,9.0,1.37,5.4,525
32.1,73.6,54.8,39.5,6.8,2.0,4.2,493
31.8,97.6,51.6,25.5,9.9,1.81,6.0,652
28.7,53.9,20.4,25.7,7.5,0.98,11.2,406
30.3,88.4,49.5,25.8,22.5,1.48,3.4,583
26.0,72.8,10.2,25.1,-0.2,1.05,12.5,437
22.9,68.2,7.3,22.8,3.3,1.06,12.7,356
29.2,77.9,21.4,24.7,12.6,1.39,6.4,640
22.3,51.5,8.6,26.9,8.4,0.96,10.5,370
27.6,66.9,60.3,32.4,14.0,2.2,3.4,426
24.5,44.7,16.0,16.1,1.0,0.99,12.9,268
42.1,74.2,16.8,32.9,31.7,2.73,3.3,526
25.3,47.1,28.9,12.5,5.9,1.19,10.9,223
32.1,53.9,16.9,29.2,18.1,1.59,5.3,328
31.1,62.8,8.4,17.1,6.3,1.16,15.8,321
27.4,79.5,31.7,31.0,11.2,1.35,5.3,367
29.4,60.0,65.0,33.7,9.1,1.48,8.6,641
45.5,67.6,64.5,36.9,9.4,1.93,4.2,467
41.7,93.9,22.4,36.1,22.3,2.06,3.8,497
28.8,74.3,40.6,26.6,6.9,1.43,5.4,649
27.2,84.3,22.4,13.0,5.6,1.21,13.0,539
26.5,96.7,77.0,33.2,12.9,2.05,4.7,671
38.1,106.3,58.2,36.8,24.8,2.19,4.6,494
34.0,63.3,16.3,19.1,10.4,1.54,12.7,387
29.9,107.5,52.1,27.7,17.6,2.42,3.4,592
31.0,72.1,17.4,28.5,5.9,1.7,5.1,332
32.4,93.5,45.9,32.9,13.6,2.15,6.6,482
50.4,85.1,33.5,36.5,19.2,2.4,4.4,778
35.3,70.3,31.9,27.4,11.1,1.75,9.3,635
27.6,62.0,24.6,27.4,7.2,1.76,5.7,556
24.4,75.5,20.4,25.3,5.1,0.86,11.3,357
33.4,85.5,31.7,41.7,12.4,2.03,3.0,927
32.6,58.2,30.5,18.9,6.6,1.68,10.1,353
31.0,73.1,32.4,31.7,12.9,1.57,6.1,464
38.8,90.1,69.5,44.7,23.5,2.35,3.5,771
25.6,49.2,5.8,10.9,3.8,1.04,15.7,293
39.1,88.5,38.0,28.2,7.1,1.85,5.6,659
45.0,96.7,94.8,45.6,29.6,2.04,5.7,642
40.8,107.1,37.6,36.7,5.3,1.94,3.0,750
32.4,74.5,35.0,43.8,11.3,2.2,4.6,374
27.8,49.2,14.9,23.8,7.4,1.04,10.5,441
20.3,56.2,28.8,18.9,2.7,0.96,10.2,335
27.4,61.2,32.1,23.8,4.8,0.98,11.6,345
32.5,67.4,9.2,31.0,16.5,1.56,3.4,512
22.8,57.6,12.6,17.5,7.7,0.86,11.5,509
18.1,70.1,8.1,19.7,5.8,1.18,12.9,273
25.1,43.3,28.6,24.2,3.9,1.01,16.0,392
28.9,57.9,23.1,20.6,3.4,0.89,12.5,527
31.8,78.6,114.7,51.4,20.6,2.64,7.5,853
24.0,40.9,18.6,21.4,4.3,0.86,13.5,582
24.4,53.7,4.6,24.9,6.0,0.93,10.6,253
24.7,68.9,11.1,14.8,2.4,1.06,15.9,475
23.5,75.8,7.7,21.1,6.9,0.82,16.9,258
29.1,47.1,6.7,22.0,7.0,0.97,13.4,566
32.2,68.5,23.4,26.2,9.3,1.52,6.1,370
28.3,77.3,21.6,33.2,9.3,1.77,7.5,542
30.2,53.6,60.0,23.3,13.5,1.61,5.2,529
22.9,71.8,10.5,21.4,3.0,1.04,11.6,520
33.2,57.3,20.3,31.2,5.8,1.69,8.2,316
20.0,55.0,17.2,14.7,7.1,1.0,12.8,283
28.9,46.1,10.8,12.5,5.9,1.02,10.8,450
29.8,55.1,27.0,28.8,20.8,1.69,6.5,602
27.3,70.7,6.3,15.3,6.5,1.11,10.9,454
37.1,72.4,68.4,35.5,14.0,2.17,3.4,580
30.4,63.8,22.1,31.3,15.5,1.7,5.0,389
39.0,75.2,41.7,23.9,12.7,1.91,9.4,812
24.6,71.2,41.7,27.0,17.7,1.93,3.4,528
32.5,51.2,10.5,21.6,19.3,1.53,5.9,519
27.0,73.6,3.1,13.9,4.4,1.2,10.2,488
29.6,81.7,17.7,20.8,8.4,1.75,6.8,308
23.9,39.6,5.7,23.2,6.4,0.93,11.2,569
28.9,87.5,37.1,34.3,8.9,1.9,8.0,612
34.6,67.9,53.8,28.9,18.9,2.55,2.7,746
28.1,69.0,2.8,19.5,6.9,1.06,11.8,491
30.3,94.9,28.7,32.9,10.2,1.48,7.0,620
19.5,63.2,15.1,15.0,4.9,0.97,10.5,389
31.6,59.5,14.6,29.8,10.6,1.31,6.3,344
22.0,44.1,11.5,20.0,6.4,1.03,13.3,458
28.8,74.7,35.4,22.5,5.4,1.91,6.1,482
23.9,73.9,28.5,21.5,3.1,1.45,5.5,562
35.1,71.0,16.5,19.0,10.3,1.61,7.3,374
16.0,64.1,18.9,24.4,2.0,1.0,12.2,487
30.2,87.8,15.9,36.0,14.2,1.47,7.3,399
33.4,78.5,109.9,19.3,9.2,1.32,5.0,334
26.1,76.9,16.2,27.8,5.2,1.24,10.3,349
36.7,67.4,22.7,38.4,2.0,2.04,6.9,705
31.8,80.2,34.1,29.7,4.9,1.22,9.4,580
28.7,73.5,28.5,23.1,9.0,1.65,6.3,530
24.1,55.9,39.5,14.8,2.7,1.13,17.4,567
27.9,60.9,6.7,14.5,5.6,1.0,11.0,383
27.4,47.7,12.6,23.7,4.7,1.08,11.3,494
23.5,73.7,6.0,22.2,3.0,0.86,10.7,200
20.8,48.5,19.7,11.2,2.5,1.17,10.2,432
28.0,86.9,16.5,19.6,7.8,1.77,5.7,665
28.8,75.6,24.5,24.5,5.3,1.1,11.4,291
21.9,60.3,3.1,20.0,3.0,0.92,10.3,396
32.5,71.2,39.4,38.5,21.3,1.55,4.6,500
28.1,76.8,39.5,15.9,11.1,1.46,5.5,354
32.6,54.3,19.6,25.9,11.8,1.35,7.0,649
36.7,44.6,5.8,28.8,18.1,1.63,8.7,502
29.2,53.9,22.5,30.5,13.8,1.63,7.0,352
30.7,54.3,20.8,26.5,13.4,1.87,7.2,437
37.4,51.2,85.4,25.4,8.6,1.66,5.3,450
23.5,66.6,20.0,20.2,5.9,0.77,11.3,347
17.8,77.9,15.5,18.5,6.1,0.94,15.5,546
22.7,56.4,6.7,12.6,3.6,1.05,11.0,472
